DEC,HEX,Mode,Alpha Tag,Description,Tag
49021,bf7d,T,Morristown Fire,Morristown Fire: Main,Fire Dispatch
49023,bf7f,T,Morristown FG 3,Morristown Fireground 3,Fire-Tac
49024,bf80,T,Morristown FD Tr,Morristown Fire: Training,Fire-Talk
49047,bf97,T,Morristown Rescu,Morristown Rescue Squad Main,Fire Dispatch
49022,bf7e,T,MrstwnHmblm EMS,Morristown-Hamblen EMS: Main,EMS Dispatch
49040,bf90,T,Hamblen VFD Main,Volunteer Fire: Main,Fire Dispatch
49041,bf91,T,Hamblen VFD N,North Hamblen Fire,Fire-Tac
49042,bf92,T,Hamblen VFD S,South Hamblen Fire,Fire-Tac
49043,bf93,T,Hamblen VFD E,East Hamblen Fire,Fire-Tac
49044,bf94,T,Hamblen VFD W,West Hamblen Fire,Fire-Tac
49048,bf98,T,WSCC Main,Walters State Community College: Main,Schools
49027,bf83,T,Hamblen PblicWrk,Public Works: Primary (County?),Public Works
1223,4c7,D,HCSO-EAST,Sheriff: Dispatch-East,Law Dispatch
1225,4c9,D,HCSO-WEST,Sheriff: Dispatch-West,Law Dispatch
1323,52b,D,HCSO-TALK,Sheriff: Talk,Law Talk
1491,5d3,D,HCSO-INFO,Sheriff: Info,Law Tac
1233,4d1,D,HCSO-SWAT1,Sheriff: SWAT 1,Law Tac
1493,5d5,D,HCSO-SWAT2,Sheriff: SWAT 2,Law Tac
1229,4cd,D,HCSO-NARCS,Sheriff: Narcotics,Law Tac
1235,4d3,D,HCSO-FUGITIV,Sheriff: Fugitive,Law Tac
2061,80d,D,HCSO - NARC SPEC,Sheriff: Narcotics/Special Ops,Law Tac
1227,4cb,D,HCSO-CID,Sheriff: CID (Criminal Investigations Division),Law Tac
1237,4d5,D,HCSO-CIVIL,Sheriff: Civil,Law Tac
1125,465,DE,HC Law,Law Ops,Law Tac
1127,467,DE,HC Sheriff SRO,Sheriff: School Resource Officers,Law Tac
1281,501,D,HCSO-RNGR,Sheriff: Park Rangers,Law Dispatch
1395,573,D,HCSO-COURTS,Sheriff: Court Security,Law Tac
1287,507,D,HC Corrections 2,Corrections 2: Litter Pick-up,Corrections
1325,52d,T,HCSO-JAIL,Sheriff: Jail Ops,Corrections
2113,841,T,HC-JVDC,Juvenile Detention Center (County),Corrections
1307,51b,D,HC NET-1,County Net (Ch 1),Multi-Tac
1309,51d,D,HC NET-2,County Net (Ch 2),Multi-Tac
1163,48b,D,HCEMA-OPS,Emergency Management Agency: Operations,Emergency Ops
1169,491,D,HC DISASTER1,Countywide Disaster (Ch 1),Emergency Ops
1171,493,D,HC DISASTER2,Countywide Disaster (Ch 2),Emergency Ops
1173,495,D,HC DISASTER3,Countywide Disaster (Ch 3),Emergency Ops
1445,5a5,D,HC DISASTER4,Countywide Disaster (Ch 4),Emergency Ops
1447,5a7,D,HC DISASTER5,Countywide Disaster (Ch 5),Emergency Ops
1437,59d,D,HC RACES,Radio Amateur Civil Emergency Services,Emergency Ops
1241,4d9,D,HC-FIRE MAIN,Fire: Dispatch - Main (County),Fire Dispatch
1243,4db,D,HC-FIRE EAST,Fire: Dispatch - East (County),Fire Dispatch
1245,4dd,D,HC-FIRE WEST,Fire: Dispatch - West (County),Fire Dispatch
1247,4df,D,HC-FGND5,Fireground 5 (County),Fire-Tac
1249,4e1,D,HC-FGND6,Fireground 6 (County),Fire-Tac
1251,4e3,D,HC-FGND7,Fireground 7 (County),Fire-Tac
1253,4e5,D,HC-FGND8,Fireground 8 (County),Fire-Tac
1443,5a3,D,HC-HAZMAT,HazMat (County),Fire-Tac
1469,5bd,D,HC STARS,Special Tactics/Rescue Services (STARS),Fire-Tac
1465,5b9,D,HAMCO RESCUE,Rescue (County),EMS-Tac
1467,5bb,D,HC WATER RES,Water Rescue (County),EMS-Tac
1487,5cf,D,HC-1STRESP-E,First Responder-East (County),EMS-Tac
1499,5db,D,HC-1STRESP-W,First Responder-West (County),EMS-Tac
2117,845,D,Ham Crthse Maint,Courthouse Maintenance,Public Works
1275,4fb,D,HC Highway Dept,Highway Department,Public Works
1349,545,D,Ham Hwy Striping,Highway Department: Striping Crew,Public Works
1129,469,D,HC School Bus,School Bus,Schools
2066,812,D,HC School Bus 1,School Bus 1,Schools
2067,813,D,HC School Bus 2,School Bus 2,Schools
2121,849,D,HC Sch Bus Shop,School Bus: Shop,Schools
2065,811,D,HC DOE TRANS,Department of Education: Transportation (County),Schools
1165,48d,D,HC EMS-MAIN,EMS: Main,EMS Dispatch
1257,4e9,D,HC EMS-TAC1,EMS: Tactical 1,EMS-Tac
1261,4ed,D,HC EMS-TAC2,EMS: Tactical 2,EMS-Tac
1263,4ef,D,HC EMS-TAC3,EMS: Tactical 3,EMS-Tac
1265,4f1,D,HC EMS-ADMIN,EMS: Admin,EMS-Talk
1439,59f,D,Mem Hosp EMS,Memorial Hospital EMS,EMS Dispatch
1503,5df,D,HC HOSP NET,Hospital Network-Countywide,Hospital
2119,847,D,EM Life Force T1,Erlanger Medical Life Force: Tac-1,EMS-Tac
1429,595,D,HC EMC East,Erlanger Medical Center: East,Business
1413,585,D,EMC Police 1,Erlanger Medical Center: Police 1,Law Dispatch
1415,587,D,EMC Police,Erlanger Medical Center: Police 2,Law Tac
1425,591,D,EMC Valet Park,Erlanger Medical Center: Valet Parking,Business
1427,593,D,EMC Bed Control,Erlanger Medical Center: Bed Control,Business
1417,589,D,EMC Engineering1,Erlanger Medical Center: Engineering 1,Business
1419,58b,D,EMC Engineering2,Erlanger Medical Center: Engineering 2,Business
1421,58d,D,EMC Ops 1421,Erlanger Medical Center,Business
1495,5d7,D,EMC Maintenance,Erlanger Medical Center - Maintenance,Business
1333,535,D,HC CDPD TAC,Collegedale Police: Tactical,Law Tac
1455,5af,D,HC DBVFD OPS,Dallas Bay Fire,Fire-Tac
1201,4b1,D,HC ERFD 1,East Ridge Fire/Rescue,Fire Dispatch
1195,4ab,D,HC ERPD-4,East Ridge Police: CID (Criminal Investigations Division),Law Tac
1191,4a7,D,HC ERPD-1,East Ridge Police: Main,Law Dispatch
1197,4ad,D,HC ERPD-2,East Ridge Police: Tac (Ch 2),Law Tac
1193,4a9,D,HC ERPD-3,East Ridge Police: Tac (Ch 3),Law Tac
1457,5b1,D,HC FTFD OPS,Flat Top Mountain Fire: Tac,Fire-Tac
1451,5ab,D,HC H58 FD OP,Highway 58 Fire: Tac,Fire-Tac
1381,565,D,HC LM PS 1,Lookout Mountain Police/Fire: Main,Multi-Dispatch
1383,567,D,HC LM PS 2,Lookout Mountain Police/Fire: Tac,Multi-Tac
1107,453,D,MBWTP 1107,Moccasin Bend Wastewater Treatment Plant,Utilities
1109,455,D,MBWTP 1109,Moccasin Bend Wastewater Treatment Plant,Utilities
1459,5b3,D,HC MMFD OPS,Mowbray Mountain Fire: Tac,Fire-Tac
1179,49b,D,HC RBFD 1,Red Bank Fire: Dispatch,Fire Dispatch
1181,49d,D,HC RBPD TAC,Red Bank Police: Tactical,Law Tac
1177,499,D,HC RB PW,Red Bank Public Works,Public Works
1453,5ad,D,HC SCVFD OPS,Sale Creek Fire: Tac,Fire-Tac
1461,5b5,D,HC SQVFD OPS,Sequoyah Fire: Tac,Fire-Tac
1167,48f,D,HC SMFD 1,Signal Mountain Fire: Dispatch,Fire Dispatch
1071,42f,D,HC SMPD TAC,Signal Mountain Police: Tactical,Law Tac
1489,5d1,D,HC SDFD 1,Soddy Daisy Fire: Main,Fire Dispatch
1373,55d,D,HC SDPD DIST,Soddy Daisy Police District: Tac,Law Tac
1375,55f,D,HC SDPD-CID1,Soddy Daisy Police: CID (Ch 1),Law Tac
1377,561,D,HC SDPD-CID2,Soddy Daisy Police: CID (Ch 2),Law Tac
1367,557,D,HC SDPD DISP,Soddy Daisy Police: Main,Law Dispatch
1369,559,D,HC SDPD-TAC1,Soddy Daisy Police: Tactical 1,Law Tac
1371,55b,D,HC SDPD-TAC2,Soddy Daisy Police: Tactical 2,Law Tac
1435,59b,D,HC TCVFD OPS,Tri Community Fire: Tac,Fire-Tac
1463,5b7,D,HC WRES OPS,Walden Ridge Emergency Services,Fire-Tac
1027,403,D,HC CPD A,Police: Adam Dispatch,Law Dispatch
1029,405,D,HC CPD B,Police: Baker Dispatch,Law Dispatch
1051,41b,D,HC CPD C,Police: Charlie Dispatch,Law Dispatch
1035,40b,D,HC CPD CAR,Police: Car-to-Car,Law Talk
1041,411,D,HC CPD SOPS,Police: Special Ops,Law Tac
1031,407,D,HC CPD-INFO,Police: Info,Law Tac
1053,41d,D,HC CPD DET,Police: Detectives,Law Tac
1055,41f,D,HC CPD-SWAT,Police: SWAT 1,Law Tac
1569,621,D,HC CPD TAC1,Police: Tactical 1,Law Tac
1049,419,D,HC CPD NET1,Police: City Net 1,Law Tac
1043,413,D,HC CPD NET2,Police: City Net 2,Law Tac
1571,623,D,HC CPD TAC2,Police: Tac-2,Law Tac
1573,625,D,HC CPD TAC3,Police: Tac-3,Law Tac
1061,425,D,HC CFD DISP,Fire: Main,Fire Dispatch
1075,433,D,HC CFD FG1,Fireground 1,Fire-Tac
1077,435,D,HC CFD FG2,Fireground 2,Fire-Tac
1217,4c1,D,HC CFD FG3,Fireground 3,Fire-Tac
1329,531,D,HC CFD FG4,Fireground 4,Fire-Tac
1219,4c3,D,HC CFD FR,Fire: First Responder,EMS-Tac
1067,42b,D,HC CFD SUP,Fire: Supply,Fire-Tac
1063,427,D,HC CFD FP,Fire: Prevention,Fire-Talk
1069,42d,D,HC CFD-ADMIN,Fire: Administration,Fire-Talk
5008,1390,D,HC CFD TRAIN 1,Fire: Training 1,Fire-Tac
5009,1391,D,HC CFD TRAIN 2,Fire: Training 2,Fire-Tac
1315,523,D,Chat PublicWorks,Public Works,Public Works
1317,525,D,HC CHAT PW CW,Public Works - Citywide Service,Public Works
1313,521,D,Chat PW Sanit 1,Sanitation 1,Public Works
1111,457,D,Chat Wastewater,Chattanooga Wastewater Department,Utilities
1101,44d,D,HC CHAT MACS,McKamey Animal Control Services,Public Works
1543,607,D,Chat SC Security,Chattanooga State College: Security,Security
1081,439,D,HC CARTA MAIN,Main (Chattanooga Area Regional Transport/CARTA),Transportation
1145,479,D,HC CARTA SP,Special (Chattanooga Area Regional Transport/CARTA),Transportation
1147,47b,D,HC CARTA,Electric Shuttle (Chattanooga Area Regional Transport/CARTA),Transportation
1155,483,D,HC CARTA 1155,Regional Transportation Authority (Chattanooga Area Regional Transport/CARTA),Transportation
1157,485,D,HC CARTA CAV,Care-a-Van (Chattanooga Area Regional Transport/CARTA),Transportation
2107,83b,D,HC CARTA BusShop,Bus Shop (Chattanooga Area Regional Transport/CARTA),Transportation
1139,473,D,CHA Fire Disp,Fire: Dispatch,Fire Dispatch
1143,477,D,CHA Fire Tac,Fire: Tactical (Crash),Fire-Tac
1137,471,D,CHA Police Disp,Police: Dispatch,Law Dispatch
1141,475,D,CHA Police Tac,Police: Tactical,Law Tac
1401,579,D,UTC Police Disp,Police: Dispatch,Law Dispatch
1403,57b,D,UTC Police Arena,Police: Arena Operations,Law Tac
1405,57d,D,UTC Police Talk,Police: Talk,Law Talk
1409,581,D,UTC Maintenance1,Facilities Maintenance 1,Schools
1411,583,D,UTC Maintenance2,Facilities Maintenance 2,Schools
1547,60b,D,UTC Arena Mgt,Arena Management,Schools
6400,1900,D,Hawkins Co Fire,Fire: Dispatch (patch/multicast ?),Fire Dispatch
48512,bd80,DE,Haywood Sheriff,Sheriff: Dispatch,Law Dispatch
50700,c60c,T,Jefferson Co Net,County Net [JEFFERSON NET],Multi-Tac
50701,c60d,TE,Jeff City Police,Jefferson City Police: Dispatch [JEFF CITY PD],Law Dispatch
50702,c60e,TE,Jeffrsn Co Law 1,County Law 1 [JC LAW 1],Law Dispatch
50703,c60f,TE,WhitePine Police,White Pine Police: Dispatch [WHITE PINE PD],Law Dispatch
50704,c610,TE,Jefferson Co Tac,County Tac [JEFF CO TAC],Multi-Tac
50705,c611,TE,JeffersonCo EMS,County EMS: Dispatch [JEFFERSON EMS],EMS Dispatch
50706,c612,TE,JeffersonCo Fire,County Fire: Dispatch [JEFFERSON Fire],Fire Dispatch
50707,c613,T,CNU DPS EagleTac,Carson-Newman University Public Safety: Eagle Tac,Multi-Tac
8035,1f63,T,KNOX SO TRANSP,Sheriff: Prisoner Transports Statewide,Corrections
10570,294a,TE,KNOX SO DISP1,Sheriff: Dispatch 1,Law Dispatch
10571,294b,TE,KNOX SO DISP2,Sheriff: Dispatch 2,Law Dispatch
10572,294c,TE,KNOX SO RECORDS,Sheriff: Records (LEIDS),Law Tac
10573,294d,TE,KNOX SO EMERG,Sheriff: Emergency 1,Law Tac
10574,294e,TE,KNOX SO SUPVSR,Sheriff: Supervisors,Law Tac
10575,294f,TE,KNOX SO SWAT,Sheriff: SWAT,Law Tac
10576,2950,TE,KNOX SO NARC,Sheriff: Narcotics,Law Tac
10577,2951,TE,KNOX SO INV,Sheriff: Investigations,Law Tac
10578,2952,TE,KNOX SO WARRANTS,Sheriff: Warrants Division,Law Tac
10579,2953,TE,KNOX SO COURTS,Sheriff: Courts,Law Tac
10580,2954,TE,KNOX SO ADMIN,Sheriff: Administration,Law Tac
10581,2955,TE,KNOX SO C2C,Sheriff: Car-to-Car,Law Talk
10582,2956,TE,KNOX SO EVENTS,Sheriff: Events,Law Tac
10583,2957,TE,KNOX SO EMERG 2,Sheriff: Emergency 2,Law Dispatch
10584,2958,T,KNOX SO TRAIN 1,Sheriff: Training 1,Law Tac
10585,2959,TE,KNOX SO TRAIN 2,Sheriff: Training 2,Law Tac
10586,295a,TE,KNOX SO TRAIN 3,Sheriff: Training 3,Law Tac
10587,295b,T,KX-SO SPARE 1,Sheriff: Spare 1 (Future Use),Law Tac
10588,295c,T,KX-SO SPARE 2,Sheriff: Spare 2 (Future Use),Law Tac
10589,295d,T,KX-SO SPARE 3,Sheriff: Spare 3 (Future Use),Law Tac
10590,295e,T,KX-SO SPARE 4,Sheriff: Spare 4 (Future Use),Law Tac
10591,295f,T,KX-SO SPARE 5,Sheriff: Spare 5 (Future Use),Law Tac
10592,2960,T,KX-SO SPARE 6,Sheriff: Spare 6 (Future Use),Law Tac
10593,2961,T,KX-SO SPARE 7,Sheriff: Spare 7 (Future Use),Law Tac
10594,2962,T,KX-SO SPARE 8,Sheriff: Spare 8 (Future Use),Law Tac
10595,2963,T,KX-SO SPARE 9,Sheriff: Spare 9 (Future Use),Law Tac
10596,2964,T,KX-SO SPARE 10,Sheriff: Spare 10 (Future Use),Law Tac
10597,2965,T,KX-SO SPARE 11,Sheriff: Spare 11 (Future Use),Law Tac
10598,2966,T,KX-SO SPARE 12,Sheriff: Spare 12 (Future Use),Law Tac
10599,2967,T,KX-SO SPARE 13,Sheriff: Spare 13 (Future Use),Law Tac
10539,292b,T,KX-YWAC A,Young-Williams Animal Center - Animal Services A,Public Works
10540,292c,T,KX-YWAC B,Young-Williams Animal Center - Animal Services B,Public Works
10541,292d,T,KX-YWAC C,Young-Williams Animal Center - Animal Services C,Public Works
10526,291e,T,KX-KC SPARE 1,Emergency Communications District: Spare 1,Public Works
10527,291f,T,KX-KC SPARE 2,Emergency Communications District: Spare 2,Public Works
10528,2920,T,KX-KC SPARE 3,Emergency Communications District: Spare 3,Public Works
10529,2921,T,KX-KC SPARE 4,Emergency Communications District: Spare 4,Public Works
10530,2922,T,KX-KC SPARE 5,Emergency Communications District: Spare 5,Public Works
10531,2923,T,KX-KC SPARE 6,Emergency Communications District: Spare 6,Public Works
10532,2924,T,KX-KC SPARE 7,Emergency Communications District: Spare 7,Public Works
10533,2925,T,KX-KC SPARE 8,Emergency Communications District: Spare 8,Public Works
10534,2926,T,KX-KC SPARE 9,Emergency Communications District: Spare 9,Public Works
10535,2927,T,KX-KC SPARE 10,Emergency Communications District: Spare 10,Public Works
10536,2928,T,KX-KC SPARE 11,Emergency Communications District: Spare 11,Public Works
10537,2929,T,KX-KC SPARE 12,Emergency Communications District: Spare 12,Public Works
10538,292a,T,KX-KC SPARE 13,Emergency Communications District: Spare 13,Public Works
10501,2905,T,KX EMA NET,Knox/Knoxville EMA: County Net,Emergency Ops
10502,2906,TE,KX EMA OPS1,Knox/Knoxville EMA: Operations,Emergency Ops
10503,2907,T,KX EMA DISP,Knox/Knoxville EMA: Dispatch,Emergency Ops
10504,2908,T,KX EMA EOC,Knox/Knoxville EMA: EOC (Emergency Operations Center),Emergency Ops
10505,2909,T,KX-EMA INOP1,Knox/Knoxville EMA: Interoperability 1,Interop
10506,290a,T,KX-EMA INOP2,Knox/Knoxville EMA: Interoperability 2,Interop
10507,290b,T,KX-EMA INOP3,Knox/Knoxville EMA: Interoperability 3,Interop
10508,290c,T,KX-EMA INOP4,Knox/Knoxville EMA: Interoperability 4,Interop
10509,290d,T,KX-EMA LEMA,Knox/Knoxville EMA: Law Mutual Aid,Law Tac
10510,290e,T,KX-EMA FIMA,Knox/Knoxville EMA: Fire Mutual Aid,Fire-Tac
10511,290f,T,KX-EMA EMS MA,Knox/Knoxville EMA: EMS Mutual Aid,EMS-Tac
10512,2910,T,KX-EMA COMMAND,Knox/Knoxville EMA: Command,Emergency Ops
10513,2911,T,KX-EMA PLAN,Knox/Knoxville EMA: Pre-Plan,Emergency Ops
10514,2912,T,KX-EMA LOGISTICS,Knox/Knoxville EMA: Logistics,Emergency Ops
10515,2913,T,KX-EMA FINADMIN,Knox/Knoxville EMA: FINADMIN,Emergency Ops
10516,2914,T,KX-EM INOP 5,EMA: Interop 5,Emergency Ops
10517,2915,T,KX-EM INOP 6,EMA: Interop 6,Emergency Ops
10518,2916,T,KX-EM SPARE 3,EMA: Spare 3 (Future Use),Emergency Ops
10519,2917,T,KX-EM SPARE 4,EMA: Spare 4 (Future Use),Emergency Ops
10521,2919,TE,KX-KC DSP2DSP,Dispatch-to-Dispatch,Multi-Dispatch
10650,299a,T,KX-RM DISP 1,Rural Metro Fire: Dispatch 1,Fire Dispatch
10651,299b,T,KX-RM TAC2,Rural Metro Fire: Tactical 2,Fire-Tac
10652,299c,T,KX-RM TAC3,Rural Metro Fire: Tactical 3,Fire-Tac
10653,299d,T,KX-RM TAC4,Rural Metro Fire: Tactical 4,Fire-Tac
10654,299e,T,KX-RM TAC5,Rural Metro Fire: Tactical 5,Fire-Tac
10655,299f,T,KX-RM TAC6,Rural Metro Fire: Tactical 6,Fire-Tac
10656,29a0,T,KX-RM TAC7,Rural Metro Fire: Tactical 7,Fire-Tac
10658,29a2,TE,KX-RM ADMIN,Rural Metro Fire: Administration,Fire-Talk
10659,29a3,T,KX-RM SAFETY,Rural Metro Fire: Safety,Fire-Tac
10660,29a4,T,KX-RM COMMAND,Rural Metro Fire: Command,Fire-Talk
10661,29a5,T,KX-RM TRAINING,Rural Metro Fire: Training,Fire-Talk
10663,29a7,T,KX-RM HAZMAT,Rural Metro Fire: Hazardous Materials Ops,Fire-Tac
10664,29a8,T,KX-RM FGROUND1,Rural Metro Fireground 1,Fire-Tac
10665,29a9,T,KX-RM FGROUND2,Rural Metro Fireground 2,Fire-Tac
10668,29ac,T,KX-RM SPARE 3,Rural Metro Fire: Spare 3 (Future Use),Fire-Tac
10669,29ad,T,KX-RM SPARE 4,Rural Metro Fire: Spare 4 (Future Use),Fire-Tac
10657,29a1,T,KX-SVFD 1,Seymour VFD 1,Fire-Tac
10662,29a6,T,KX-SVFD 2,Seymour VFD 2,Fire-Tac
10666,29aa,T,KX-SVFD 3,Seymour VFD 3,Fire-Tac
10667,29ab,T,KX-SVFD 4,Seymour VFD 4,Fire-Tac
10681,29b9,T,KX-RS DISP,County Rescue Squad: Dispatch,EMS Dispatch
10682,29ba,T,KX-RS TAC 1,County Rescue Squad: Tactical 1,EMS-Tac
10683,29bb,T,KX-RS TAC 2,County Rescue Squad: Tactical 2 (Future Use),EMS-Tac
10684,29bc,T,KX-RS SPARE 1,Rescue Squad: Spare 1 (Future Use),EMS-Tac
10685,29bd,T,KX-RS SPARE 2,Rescue Squad: Spare 2 (Future Use),EMS-Tac
10686,29be,T,KX-RS SPARE 3,Rescue Squad: Spare 3 (Future Use),EMS-Tac
10687,29bf,T,KX-RS SPARE 4,Rescue Squad: Spare 4 (Future Use),EMS-Tac
10688,29c0,T,KX-RS SPARE 5,Rescue Squad: Spare 5 (Future Use),EMS-Tac
10689,29c1,T,KX-RS SPARE 6,Rescue Squad: Spare 6 (Future Use),EMS-Tac
10690,29c2,T,KX-AM AMR ALS,AMR: ALS Dispatch,EMS Dispatch
10691,29c3,T,KX-AM AMR BLS,AMR: BLS Dispatch,EMS Dispatch
10692,29c4,T,KX-AM AMR TAC 1,AMR: Tac-1,EMS-Tac
10693,29c5,Te,KX-AM AMR ADMIN,AMR: Administration,EMS-Talk
10694,29c6,T,KX-AM AMR TAC 2,AMR: Tac 2,EMS-Tac
10695,29c7,T,KX-AM AMR TAC 3,AMR: Tac 3 - Paging,EMS-Tac
10696,29c8,T,KX-AM AMR EVENTS,AMR: Events,EMS-Tac
10697,29c9,T,KX-AM AMR SPARE3,AMR: Spare 3-Future Use,EMS-Tac
10698,29ca,T,KX-AM AMR SPARE4,AMR: Spare 4-Future Use,EMS-Tac
10699,29cb,T,KX-AM AMR SPARE5,AMR: Spare 5-Future Use,EMS-Tac
10542,292e,T,KX-KC HEALTH A,Health Department A,Public Works
10543,292f,T,KX-KC HEALTH B,Health Department B,Public Works
10544,2930,T,KX-KC HEALTH C,Health Department C,Public Works
10720,29e0,T,KnoxCo Highway A,County Highways A,Public Works
10721,29e1,T,KnoxCo Highway B,County Highways B,Public Works
10722,29e2,T,KnoxCo Highway C,County Highways C,Public Works
10723,29e3,T,KX-KC HUMANE,County Humane Dispatch (KCSO Humane Deputies use KX-SO DISP 2),Public Works
10727,29e7,T,KX-KC SPARE 1,County Highways: Spare 1,Public Works
10728,29e8,T,KX-KC SPARE 2,County Highways: Spare 2,Public Works
10729,29e9,T,KX-KC SPARE 3,County Highways: Spare 3,Public Works
10724,29e4,T,KX-KC MAINT A,County Maintenance Ops A,Public Works
10725,29e5,T,KX-KC MAINT B,County Maintenance Ops B,Public Works
10726,29e6,T,KX-KC MAINT C,County Maintenance Ops C,Public Works
10610,2972,TE,KX ED DISPATCH,County Schools Security: Dispatch,Law Dispatch
10611,2973,T,KX ED OPS 1,County Schools Security: Ops 1,Law Tac
10612,2974,T,KX ED OPS 2,County Schools Security: Ops 2,Law Tac
10613,2975,T,KX ED OPS 3,County Schools Security: Ops 3,Law Tac
10614,2976,T,KX ED OPS 4,County Schools Security: Ops 4,Law Tac
10615,2977,T,KX ED OPS 5,County Schools Security: Ops 5,Law Tac
10616,2978,TE,KX ED EMERG,County Schools Security: Emergency Traffic,Law Tac
10617,2979,T,KX-ED SPARE 1,School Security Division: Spare 1 (Future Use),Law Tac
10618,297a,T,KX-ED SPARE 2,School Security Division: Spare 2 (Future Use),Law Tac
10619,297b,T,KX-ED SPARE 3,School Security Division: Spare 3 (Future Use),Law Tac
10520,2918,TE,KX-KC SUPERVIS,Emergency Communications District: Supervisor,Public Works
10522,291a,TE,KX-KC ADMIN,Emergency Communications District: Administration,Public Works
10523,291b,T,KX-KC TECHNICAL,Emergency Communications District: Technical Use,Public Works
10524,291c,T,KX-KC SPECIAL,Emergency Communications District: Special Use,Public Works
10525,291d,T,KX-KC DIST2NET,Emergency Communications District: TN District 2 Mutual Aid Network,Interop
10730,29ea,T,KX CAC CH A,Community Action Committee A,Transportation
10731,29eb,T,KX CAC CH B,Community Action Committee B,Transportation
10732,29ec,T,KX CAC CH C,Community Action Committee C,Transportation
10733,29ed,T,KX-CA SPARE 1,Community Action Committee: Spare 1,Transportation
10734,29ee,T,KX-CA SPARE 2,Community Action Committee :Spare 2,Transportation
10735,29ef,T,KX-CA SPARE 3,Community Action Committee: Spare 3,Transportation
10736,29f0,T,KX-CA SPARE 4,Community Action Committee: Spare 4,Transportation
10737,29f1,T,KX-CA SPARE 5,Community Action Committee: Spare 5,Transportation
10738,29f2,T,KX-CA SPARE 6,Community Action Committee: Spare 6,Transportation
10739,29f3,T,KX-CA SPARE 7,Community Action Committee: Spare 7,Transportation
47316,b8d4,D,UTMCK EventMed 1,Event Medicine 1,EMS-Tac
47317,b8d5,D,UTMCK EventMed 2,Event Medicine 2,EMS-Tac
10710,29d6,TE,KX FARRAGUT MAIN,Main (Town),Multi-Dispatch
10711,29d7,T,KX FARRAGUT OPS,Ops (Town),Multi-Tac
10712,29d8,T,KX-TF SPARE 1,Spare 1 (Town),Public Works
10713,29d9,T,KX-TF SPARE 2,Spare 2 (Town),Public Works
10714,29da,T,KX-TF SPARE 3,Spare 3 (Town),Public Works
10715,29db,T,KX-TF SPARE 4,Spare 4 (Town),Public Works
10716,29dc,T,KX-TF SPARE 5,Spare 5 (Town),Public Works
10717,29dd,T,KX-TF SPARE 6,Spare 6 (Town),Public Works
10718,29de,T,KX-TF SPARE 7,Spare 7 (Town),Public Works
10719,29df,T,KX-TF SPARE 8,Spare 8 (Town),Public Works
10670,29ae,T,KX-KARNS DISP,Fire: Dispatch,Fire Dispatch
10671,29af,T,KX-KARNS TAC 1,Fire: Tactical 1,Fire-Tac
10672,29b0,T,KX-KARNS TAC 2,Fire: Tactical 2,Fire-Tac
10673,29b1,T,KX-KARNS TAC 3,Fire: Tactical 3,Fire-Tac
10674,29b2,T,KX-KARNS TAC 4,Fire: Tactical 4,Fire-Tac
10675,29b3,TE,KX-KARNS TAC 5,Fire: Tactical 5,Fire-Tac
10676,29b4,T,KX-KARNS TRAIN,Fire: Training,Fire-Talk
10677,29b5,T,KX-KARNS EVENTS,Fire: Special Events,Fire-Talk
10678,29b6,TE,KX-KARNS SUPV,Fire: Supervisors,Fire-Talk
10679,29b7,T,KX-KARNS SAFETY,Fire: Safety,Fire-Tac
10680,29b8,TE,KX-KARNS ADMIN,Fire: Administration,Fire-Talk
10545,2931,TE,KX-PD EAST,Police: East,Law Dispatch
10546,2932,TE,KX-PD CENTRAL,Police: Central,Law Dispatch
10547,2933,TE,KX-PD WEST,Police: West,Law Dispatch
10548,2934,TE,KX-PD CID,Police: Criminal Investigations Division,Law Dispatch
10549,2935,TE,KX-PD RECORDS,Police: Records,Law Talk
10550,2936,TE,KX-PD F TALK,Police: Talk (Ch. Fox),Law Talk
10551,2937,TE,KX-PD G SUPRV,Police: Supervisory (Ch. Golf),Law Talk
10552,2938,TE,KX-PD EVENT 1,Police: Special Events 1,Law Tac
10553,2939,TE,KX-PD EVENT 2,Police: Special Events 2,Law Tac
10554,293a,TE,KX-PD EVENT 3,Police: Special Events 3,Law Tac
10558,293e,TE,KX-PD EVENT 4,Police: Special Events 4,Law Tac
10559,293f,TE,KX-PD EVENT 5,Police: Special Events 5,Law Tac
10563,2943,TE,KX-PD EVENT 6,Police: Special Events 6,Law Tac
10555,293b,TE,KX-PD CRIT INC,Police: Critical Incident,Law Tac
10556,293c,TE,KX-PD HUMANE,Police: Humane Dispatch,Law Dispatch
10557,293d,TE,KX-PD TRAIN 1,Police: Training 1,Law Talk
10560,2940,TE,KX-PD ROS,Police: Repeat Offender Squad,Law Tac
10561,2941,TE,KX-PD SOS,Police: Special Operations Squad,Law Tac
10562,2942,TE,KX-PD SEARCH,Police: Search and Recovery Team,Law Tac
10564,2944,T,KX-PD SPARE 1,Police: Spare 1 (Future Use),Law Tac
10565,2945,T,KX-PD SPARE 2,Police: Spare 2 (Future Use),Law Tac
10566,2946,T,KX-PD SPARE 3,Police: Spare 3 (Future Use),Law Tac
10567,2947,T,KX-PD SPARE 4,Police: Spare 4 (Future Use),Law Tac
10568,2948,T,KX-PD SPARE 5,Police: Spare 5 (Future Use),Law Tac
10569,2949,T,KX-PD SPARE 6,Police: Spare 6 (Future Use),Law Tac
