Group,DEC,HEX,Mode,Alpha Tag,Description,Tag
"For more information, see the Knox County TN Database page",10584,2958,T,KNOX SO TRAIN 1,Sheriff: Training 1,Law Tac
"For more information, see the Knox County TN Database page",10585,2959,TE,KNOX SO TRAIN 2,Sheriff: Training 2,Law Tac
"For more information, see the Knox County TN Database page",10586,295a,TE,KNOX SO TRAIN 3,Sheriff: Training 3,Law Tac
"For more information, see the Knox County TN Database page",10587,295b,T,KX-SO SPARE 1,Sheriff: Spare 1 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10588,295c,T,KX-SO SPARE 2,Sheriff: Spare 2 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10589,295d,T,KX-SO SPARE 3,Sheriff: Spare 3 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10590,295e,T,KX-SO SPARE 4,Sheriff: Spare 4 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10591,295f,T,KX-SO SPARE 5,Sheriff: Spare 5 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10592,2960,T,KX-SO SPARE 6,Sheriff: Spare 6 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10593,2961,T,KX-SO SPARE 7,Sheriff: Spare 7 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10594,2962,T,KX-SO SPARE 8,Sheriff: Spare 8 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10595,2963,T,KX-SO SPARE 9,Sheriff: Spare 9 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10596,2964,T,KX-SO SPARE 10,Sheriff: Spare 10 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10597,2965,T,KX-SO SPARE 11,Sheriff: Spare 11 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10598,2966,T,KX-SO SPARE 12,Sheriff: Spare 12 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10599,2967,T,KX-SO SPARE 13,Sheriff: Spare 13 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10539,292b,T,KX-YWAC A,Young-Williams Animal Center - Animal Services A,Public Works
"For more information, see the Knox County TN Database page",10540,292c,T,KX-YWAC B,Young-Williams Animal Center - Animal Services B,Public Works
"For more information, see the Knox County TN Database page",10541,292d,T,KX-YWAC C,Young-Williams Animal Center - Animal Services C,Public Works
"For more information, see the Knox County TN Database page",10526,291e,T,KX-KC SPARE 1,Emergency Communications District: Spare 1,Public Works
"For more information, see the Knox County TN Database page",10527,291f,T,KX-KC SPARE 2,Emergency Communications District: Spare 2,Public Works
"For more information, see the Knox County TN Database page",10528,2920,T,KX-KC SPARE 3,Emergency Communications District: Spare 3,Public Works
"For more information, see the Knox County TN Database page",10529,2921,T,KX-KC SPARE 4,Emergency Communications District: Spare 4,Public Works
"For more information, see the Knox County TN Database page",10530,2922,T,KX-KC SPARE 5,Emergency Communications District: Spare 5,Public Works
"For more information, see the Knox County TN Database page",10531,2923,T,KX-KC SPARE 6,Emergency Communications District: Spare 6,Public Works
"For more information, see the Knox County TN Database page",10532,2924,T,KX-KC SPARE 7,Emergency Communications District: Spare 7,Public Works
"For more information, see the Knox County TN Database page",10533,2925,T,KX-KC SPARE 8,Emergency Communications District: Spare 8,Public Works
"For more information, see the Knox County TN Database page",10534,2926,T,KX-KC SPARE 9,Emergency Communications District: Spare 9,Public Works
"For more information, see the Knox County TN Database page",10535,2927,T,KX-KC SPARE 10,Emergency Communications District: Spare 10,Public Works
"For more information, see the Knox County TN Database page",10536,2928,T,KX-KC SPARE 11,Emergency Communications District: Spare 11,Public Works
"For more information, see the Knox County TN Database page",10537,2929,T,KX-KC SPARE 12,Emergency Communications District: Spare 12,Public Works
"For more information, see the Knox County TN Database page",10538,292a,T,KX-KC SPARE 13,Emergency Communications District: Spare 13,Public Works
"For more information, see the Knox County TN Database page",10501,2905,T,KX EMA NET,Knox/Knoxville EMA: County Net,Emergency Ops
"For more information, see the Knox County TN Database page",10502,2906,TE,KX EMA OPS1,Knox/Knoxville EMA: Operations,Emergency Ops
"For more information, see the Knox County TN Database page",10503,2907,T,KX EMA DISP,Knox/Knoxville EMA: Dispatch,Emergency Ops
"For more information, see the Knox County TN Database page",10504,2908,T,KX EMA EOC,Knox/Knoxville EMA: EOC (Emergency Operations Center),Emergency Ops
"For more information, see the Knox County TN Database page",10505,2909,T,KX-EMA INOP1,Knox/Knoxville EMA: Interoperability 1,Interop
"For more information, see the Knox County TN Database page",10506,290a,T,KX-EMA INOP2,Knox/Knoxville EMA: Interoperability 2,Interop
"For more information, see the Knox County TN Database page",10507,290b,T,KX-EMA INOP3,Knox/Knoxville EMA: Interoperability 3,Interop
"For more information, see the Knox County TN Database page",10508,290c,T,KX-EMA INOP4,Knox/Knoxville EMA: Interoperability 4,Interop
"For more information, see the Knox County TN Database page",10509,290d,T,KX-EMA LEMA,Knox/Knoxville EMA: Law Mutual Aid,Law Tac
"For more information, see the Knox County TN Database page",10510,290e,T,KX-EMA FIMA,Knox/Knoxville EMA: Fire Mutual Aid,Fire-Tac
"For more information, see the Knox County TN Database page",10511,290f,T,KX-EMA EMS MA,Knox/Knoxville EMA: EMS Mutual Aid,EMS-Tac
"For more information, see the Knox County TN Database page",10512,2910,T,KX-EMA COMMAND,Knox/Knoxville EMA: Command,Emergency Ops
"For more information, see the Knox County TN Database page",10513,2911,T,KX-EMA PLAN,Knox/Knoxville EMA: Pre-Plan,Emergency Ops
"For more information, see the Knox County TN Database page",10514,2912,T,KX-EMA LOGISTICS,Knox/Knoxville EMA: Logistics,Emergency Ops
"For more information, see the Knox County TN Database page",10515,2913,T,KX-EMA FINADMIN,Knox/Knoxville EMA: FINADMIN,Emergency Ops
"For more information, see the Knox County TN Database page",10516,2914,T,KX-EM INOP 5,EMA: Interop 5,Emergency Ops
"For more information, see the Knox County TN Database page",10517,2915,T,KX-EM INOP 6,EMA: Interop 6,Emergency Ops
"For more information, see the Knox County TN Database page",10518,2916,T,KX-EM SPARE 3,EMA: Spare 3 (Future Use),Emergency Ops
"For more information, see the Knox County TN Database page",10519,2917,T,KX-EM SPARE 4,EMA: Spare 4 (Future Use),Emergency Ops
"For more information, see the Knox County TN Database page",10521,2919,TE,KX-KC DSP2DSP,Dispatch-to-Dispatch,Multi-Dispatch
"For more information, see the Knox County TN Database page",10650,299a,T,KX-RM DISP 1,Rural Metro Fire: Dispatch 1,Fire Dispatch
"For more information, see the Knox County TN Database page",10651,299b,T,KX-RM TAC2,Rural Metro Fire: Tactical 2,Fire-Tac
"For more information, see the Knox County TN Database page",10652,299c,T,KX-RM TAC3,Rural Metro Fire: Tactical 3,Fire-Tac
"For more information, see the Knox County TN Database page",10653,299d,T,KX-RM TAC4,Rural Metro Fire: Tactical 4,Fire-Tac
"For more information, see the Knox County TN Database page",10654,299e,T,KX-RM TAC5,Rural Metro Fire: Tactical 5,Fire-Tac
"For more information, see the Knox County TN Database page",10655,299f,T,KX-RM TAC6,Rural Metro Fire: Tactical 6,Fire-Tac
"For more information, see the Knox County TN Database page",10656,29a0,T,KX-RM TAC7,Rural Metro Fire: Tactical 7,Fire-Tac
"For more information, see the Knox County TN Database page",10658,29a2,TE,KX-RM ADMIN,Rural Metro Fire: Administration,Fire-Talk
"For more information, see the Knox County TN Database page",10659,29a3,T,KX-RM SAFETY,Rural Metro Fire: Safety,Fire-Tac
"For more information, see the Knox County TN Database page",10660,29a4,T,KX-RM COMMAND,Rural Metro Fire: Command,Fire-Talk
"For more information, see the Knox County TN Database page",10661,29a5,T,KX-RM TRAINING,Rural Metro Fire: Training,Fire-Talk
"For more information, see the Knox County TN Database page",10663,29a7,T,KX-RM HAZMAT,Rural Metro Fire: Hazardous Materials Ops,Fire-Tac
"For more information, see the Knox County TN Database page",10664,29a8,T,KX-RM FGROUND1,Rural Metro Fireground 1,Fire-Tac
"For more information, see the Knox County TN Database page",10665,29a9,T,KX-RM FGROUND2,Rural Metro Fireground 2,Fire-Tac
"For more information, see the Knox County TN Database page",10668,29ac,T,KX-RM SPARE 3,Rural Metro Fire: Spare 3 (Future Use),Fire-Tac
"For more information, see the Knox County TN Database page",10669,29ad,T,KX-RM SPARE 4,Rural Metro Fire: Spare 4 (Future Use),Fire-Tac
"For more information, see the Knox County TN Database page",10657,29a1,T,KX-SVFD 1,Seymour VFD 1,Fire-Tac
"For more information, see the Knox County TN Database page",10662,29a6,T,KX-SVFD 2,Seymour VFD 2,Fire-Tac
"For more information, see the Knox County TN Database page",10666,29aa,T,KX-SVFD 3,Seymour VFD 3,Fire-Tac
"For more information, see the Knox County TN Database page",10667,29ab,T,KX-SVFD 4,Seymour VFD 4,Fire-Tac
"For more information, see the Knox County TN Database page",10681,29b9,T,KX-RS DISP,County Rescue Squad: Dispatch,EMS Dispatch
"For more information, see the Knox County TN Database page",10682,29ba,T,KX-RS TAC 1,County Rescue Squad: Tactical 1,EMS-Tac
"For more information, see the Knox County TN Database page",10683,29bb,T,KX-RS TAC 2,County Rescue Squad: Tactical 2 (Future Use),EMS-Tac
"For more information, see the Knox County TN Database page",10684,29bc,T,KX-RS SPARE 1,Rescue Squad: Spare 1 (Future Use),EMS-Tac
"For more information, see the Knox County TN Database page",10685,29bd,T,KX-RS SPARE 2,Rescue Squad: Spare 2 (Future Use),EMS-Tac
"For more information, see the Knox County TN Database page",10686,29be,T,KX-RS SPARE 3,Rescue Squad: Spare 3 (Future Use),EMS-Tac
"For more information, see the Knox County TN Database page",10687,29bf,T,KX-RS SPARE 4,Rescue Squad: Spare 4 (Future Use),EMS-Tac
"For more information, see the Knox County TN Database page",10688,29c0,T,KX-RS SPARE 5,Rescue Squad: Spare 5 (Future Use),EMS-Tac
"For more information, see the Knox County TN Database page",10689,29c1,T,KX-RS SPARE 6,Rescue Squad: Spare 6 (Future Use),EMS-Tac
"For more information, see the Knox County TN Database page",10690,29c2,T,KX-AM AMR ALS,AMR: ALS Dispatch,EMS Dispatch
"For more information, see the Knox County TN Database page",10691,29c3,T,KX-AM AMR BLS,AMR: BLS Dispatch,EMS Dispatch
"For more information, see the Knox County TN Database page",10692,29c4,T,KX-AM AMR TAC 1,AMR: Tac-1,EMS-Tac
"For more information, see the Knox County TN Database page",10693,29c5,Te,KX-AM AMR ADMIN,AMR: Administration,EMS-Talk
"For more information, see the Knox County TN Database page",10694,29c6,T,KX-AM AMR TAC 2,AMR: Tac 2,EMS-Tac
"For more information, see the Knox County TN Database page",10695,29c7,T,KX-AM AMR TAC 3,AMR: Tac 3 - Paging,EMS-Tac
"For more information, see the Knox County TN Database page",10696,29c8,T,KX-AM AMR EVENTS,AMR: Events,EMS-Tac
"For more information, see the Knox County TN Database page",10697,29c9,T,KX-AM AMR SPARE3,AMR: Spare 3-Future Use,EMS-Tac
"For more information, see the Knox County TN Database page",10698,29ca,T,KX-AM AMR SPARE4,AMR: Spare 4-Future Use,EMS-Tac
"For more information, see the Knox County TN Database page",10699,29cb,T,KX-AM AMR SPARE5,AMR: Spare 5-Future Use,EMS-Tac
"For more information, see the Knox County TN Database page",10542,292e,T,KX-KC HEALTH A,Health Department A,Public Works
"For more information, see the Knox County TN Database page",10543,292f,T,KX-KC HEALTH B,Health Department B,Public Works
"For more information, see the Knox County TN Database page",10544,2930,T,KX-KC HEALTH C,Health Department C,Public Works
"For more information, see the Knox County TN Database page",10720,29e0,T,KnoxCo Highway A,County Highways A,Public Works
"For more information, see the Knox County TN Database page",10721,29e1,T,KnoxCo Highway B,County Highways B,Public Works
"For more information, see the Knox County TN Database page",10722,29e2,T,KnoxCo Highway C,County Highways C,Public Works
"For more information, see the Knox County TN Database page",10723,29e3,T,KX-KC HUMANE,County Humane Dispatch (KCSO Humane Deputies use KX-SO DISP 2),Public Works
"For more information, see the Knox County TN Database page",10727,29e7,T,KX-KC SPARE 1,County Highways: Spare 1,Public Works
"For more information, see the Knox County TN Database page",10728,29e8,T,KX-KC SPARE 2,County Highways: Spare 2,Public Works
"For more information, see the Knox County TN Database page",10729,29e9,T,KX-KC SPARE 3,County Highways: Spare 3,Public Works
"For more information, see the Knox County TN Database page",10724,29e4,T,KX-KC MAINT A,County Maintenance Ops A,Public Works
"For more information, see the Knox County TN Database page",10725,29e5,T,KX-KC MAINT B,County Maintenance Ops B,Public Works
"For more information, see the Knox County TN Database page",10726,29e6,T,KX-KC MAINT C,County Maintenance Ops C,Public Works
"For more information, see the Knox County TN Database page",10610,2972,TE,KX ED DISPATCH,County Schools Security: Dispatch,Law Dispatch
"For more information, see the Knox County TN Database page",10611,2973,T,KX ED OPS 1,County Schools Security: Ops 1,Law Tac
"For more information, see the Knox County TN Database page",10612,2974,T,KX ED OPS 2,County Schools Security: Ops 2,Law Tac
"For more information, see the Knox County TN Database page",10613,2975,T,KX ED OPS 3,County Schools Security: Ops 3,Law Tac
"For more information, see the Knox County TN Database page",10614,2976,T,KX ED OPS 4,County Schools Security: Ops 4,Law Tac
"For more information, see the Knox County TN Database page",10615,2977,T,KX ED OPS 5,County Schools Security: Ops 5,Law Tac
"For more information, see the Knox County TN Database page",10616,2978,TE,KX ED EMERG,County Schools Security: Emergency Traffic,Law Tac
"For more information, see the Knox County TN Database page",10617,2979,T,KX-ED SPARE 1,School Security Division: Spare 1 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10618,297a,T,KX-ED SPARE 2,School Security Division: Spare 2 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10619,297b,T,KX-ED SPARE 3,School Security Division: Spare 3 (Future Use),Law Tac
"For more information, see the Knox County TN Database page",10520,2918,TE,KX-KC SUPERVIS,Emergency Communications District: Supervisor,Public Works
"For more information, see the Knox County TN Database page",10522,291a,TE,KX-KC ADMIN,Emergency Communications District: Administration,Public Works
"For more information, see the Knox County TN Database page",10523,291b,T,KX-KC TECHNICAL,Emergency Communications District: Technical Use,Public Works
"For more information, see the Knox County TN Database page",10524,291c,T,KX-KC SPECIAL,Emergency Communications District: Special Use,Public Works
"For more information, see the Knox County TN Database page",10525,291d,T,KX-KC DIST2NET,Emergency Communications District: TN District 2 Mutual Aid Network,Interop
"For more information, see the Knox County TN Database page",10730,29ea,T,KX CAC CH A,Community Action Committee A,Transportation
"For more information, see the Knox County TN Database page",10731,29eb,T,KX CAC CH B,Community Action Committee B,Transportation
"For more information, see the Knox County TN Database page",10732,29ec,T,KX CAC CH C,Community Action Committee C,Transportation
"For more information, see the Knox County TN Database page",10733,29ed,T,KX-CA SPARE 1,Community Action Committee: Spare 1,Transportation
"For more information, see the Knox County TN Database page",10734,29ee,T,KX-CA SPARE 2,Community Action Committee :Spare 2,Transportation
"For more information, see the Knox County TN Database page",10735,29ef,T,KX-CA SPARE 3,Community Action Committee: Spare 3,Transportation
"For more information, see the Knox County TN Database page",10736,29f0,T,KX-CA SPARE 4,Community Action Committee: Spare 4,Transportation
"For more information, see the Knox County TN Database page",10737,29f1,T,KX-CA SPARE 5,Community Action Committee: Spare 5,Transportation
"For more information, see the Knox County TN Database page",10738,29f2,T,KX-CA SPARE 6,Community Action Committee: Spare 6,Transportation
"For more information, see the Knox County TN Database page",10739,29f3,T,KX-CA SPARE 7,Community Action Committee: Spare 7,Transportation
"Located in Knoxville (35.94,-83.943), but talkgroups may possibly be used at other locations",47316,b8d4,D,UTMCK EventMed 1,Event Medicine 1,EMS-Tac
"Located in Knoxville (35.94,-83.943), but talkgroups may possibly be used at other locations",47317,b8d5,D,UTMCK EventMed 2,Event Medicine 2,EMS-Tac
TN - Knox County (93) - Farragut (*),10710,29d6,TE,KX FARRAGUT MAIN,Main (Town),Multi-Dispatch
TN - Knox County (93) - Farragut (*),10711,29d7,T,KX FARRAGUT OPS,Ops (Town),Multi-Tac
TN - Knox County (93) - Farragut (*),10712,29d8,T,KX-TF SPARE 1,Spare 1 (Town),Public Works
TN - Knox County (93) - Farragut (*),10713,29d9,T,KX-TF SPARE 2,Spare 2 (Town),Public Works
TN - Knox County (93) - Farragut (*),10714,29da,T,KX-TF SPARE 3,Spare 3 (Town),Public Works
TN - Knox County (93) - Farragut (*),10715,29db,T,KX-TF SPARE 4,Spare 4 (Town),Public Works
TN - Knox County (93) - Farragut (*),10716,29dc,T,KX-TF SPARE 5,Spare 5 (Town),Public Works
TN - Knox County (93) - Farragut (*),10717,29dd,T,KX-TF SPARE 6,Spare 6 (Town),Public Works
TN - Knox County (93) - Farragut (*),10718,29de,T,KX-TF SPARE 7,Spare 7 (Town),Public Works
TN - Knox County (93) - Farragut (*),10719,29df,T,KX-TF SPARE 8,Spare 8 (Town),Public Works
TN - Knox County (93) - Karns,10670,29ae,T,KX-KARNS DISP,Fire: Dispatch,Fire Dispatch
TN - Knox County (93) - Karns,10671,29af,T,KX-KARNS TAC 1,Fire: Tactical 1,Fire-Tac
TN - Knox County (93) - Karns,10672,29b0,T,KX-KARNS TAC 2,Fire: Tactical 2,Fire-Tac
TN - Knox County (93) - Karns,10673,29b1,T,KX-KARNS TAC 3,Fire: Tactical 3,Fire-Tac
TN - Knox County (93) - Karns,10674,29b2,T,KX-KARNS TAC 4,Fire: Tactical 4,Fire-Tac
TN - Knox County (93) - Karns,10675,29b3,TE,KX-KARNS TAC 5,Fire: Tactical 5,Fire-Tac
TN - Knox County (93) - Karns,10676,29b4,T,KX-KARNS TRAIN,Fire: Training,Fire-Talk
TN - Knox County (93) - Karns,10677,29b5,T,KX-KARNS EVENTS,Fire: Special Events,Fire-Talk
TN - Knox County (93) - Karns,10678,29b6,TE,KX-KARNS SUPV,Fire: Supervisors,Fire-Talk
TN - Knox County (93) - Karns,10679,29b7,T,KX-KARNS SAFETY,Fire: Safety,Fire-Tac
TN - Knox County (93) - Karns,10680,29b8,TE,KX-KARNS ADMIN,Fire: Administration,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10545,2931,TE,KX-PD EAST,Police: East,Law Dispatch
EMA is Knoxville-Knox County Emergency Management Agency,10546,2932,TE,KX-PD CENTRAL,Police: Central,Law Dispatch
EMA is Knoxville-Knox County Emergency Management Agency,10547,2933,TE,KX-PD WEST,Police: West,Law Dispatch
EMA is Knoxville-Knox County Emergency Management Agency,10548,2934,TE,KX-PD CID,Police: Criminal Investigations Division,Law Dispatch
EMA is Knoxville-Knox County Emergency Management Agency,10549,2935,TE,KX-PD RECORDS,Police: Records,Law Talk
EMA is Knoxville-Knox County Emergency Management Agency,10550,2936,TE,KX-PD F TALK,Police: Talk (Ch. Fox),Law Talk
EMA is Knoxville-Knox County Emergency Management Agency,10551,2937,TE,KX-PD G SUPRV,Police: Supervisory (Ch. Golf),Law Talk
EMA is Knoxville-Knox County Emergency Management Agency,10552,2938,TE,KX-PD EVENT 1,Police: Special Events 1,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10553,2939,TE,KX-PD EVENT 2,Police: Special Events 2,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10554,293a,TE,KX-PD EVENT 3,Police: Special Events 3,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10558,293e,TE,KX-PD EVENT 4,Police: Special Events 4,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10559,293f,TE,KX-PD EVENT 5,Police: Special Events 5,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10563,2943,TE,KX-PD EVENT 6,Police: Special Events 6,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10555,293b,TE,KX-PD CRIT INC,Police: Critical Incident,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10556,293c,TE,KX-PD HUMANE,Police: Humane Dispatch,Law Dispatch
EMA is Knoxville-Knox County Emergency Management Agency,10557,293d,TE,KX-PD TRAIN 1,Police: Training 1,Law Talk
EMA is Knoxville-Knox County Emergency Management Agency,10560,2940,TE,KX-PD ROS,Police: Repeat Offender Squad,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10561,2941,TE,KX-PD SOS,Police: Special Operations Squad,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10562,2942,TE,KX-PD SEARCH,Police: Search and Recovery Team,Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10564,2944,T,KX-PD SPARE 1,Police: Spare 1 (Future Use),Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10565,2945,T,KX-PD SPARE 2,Police: Spare 2 (Future Use),Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10566,2946,T,KX-PD SPARE 3,Police: Spare 3 (Future Use),Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10567,2947,T,KX-PD SPARE 4,Police: Spare 4 (Future Use),Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10568,2948,T,KX-PD SPARE 5,Police: Spare 5 (Future Use),Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10569,2949,T,KX-PD SPARE 6,Police: Spare 6 (Future Use),Law Tac
EMA is Knoxville-Knox County Emergency Management Agency,10620,297c,T,KX FD DISP,Fire: Dispatch,Fire Dispatch
EMA is Knoxville-Knox County Emergency Management Agency,10621,297d,T,KX FD TAC1,Fire: Tactical 1,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10622,297e,T,KX FD TAC2,Fire: Tactical 2,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10623,297f,T,KX FD TAC3,Fire: Tactical 3,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10624,2980,T,KX FD TAC4,Fire: Tactical 4,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10625,2981,T,KX FD TAC5,Fire: Tactical 5,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10626,2982,T,KX FD TAC6,Fire: Tactical 6,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10627,2983,T,KX FD TAC7,Fire: Tactical 7,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10628,2984,T,KX FD TAC8,Fire: Tactical 8,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10629,2985,T,KX FD TAC9,Fire: Tactical 9,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10630,2986,T,KX FD TAC10,Fire: Tactical 10,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10631,2987,T,KX FD TAC11,Fire: Tactical 11,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10632,2988,TE,KX FD OPS,Fire: Special Operations,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10633,2989,TE,KX FD ADMIN,Fire: Administration,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10634,298a,T,KX-FD SAFETY,Fire: Safety,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10635,298b,T,KX-FD TALK,Fire: Talk,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10636,298c,T,KX FD ARSON,Fire: Arson,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10646,2996,T,KX-FD DATA,Fire: Data,Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10647,2997,T,KX-FD SPARE 2,Fire: Spare 2 (Future Use),Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10648,2998,T,KX-FD SPARE 3,Fire: Spare 3 (Future Use),Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10649,2999,T,KX-FD SPARE 4,Fire: Spare 4 (Future Use),Fire-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10637,298d,T,KX-FD EMS,Fire: EMS Division,EMS-Tac
EMA is Knoxville-Knox County Emergency Management Agency,10638,298e,T,KX-FD INSPECT,Fire: Inspections Division,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10639,298f,T,KX-FD Maint,Fire: Maintenance Division,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10640,2990,T,KX-FD LOGISTIC,Fire: Logistics Division,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10641,2991,T,KX-FD PUB ED,Fire: Public Education Division,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10642,2992,T,KX-FD RADIOSHOP,Fire: Radio Shop Division,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10643,2993,T,KX-FD TRAIN1,Fire: Training 1,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10644,2994,T,KX-FD TRAIN2,Fire: Training 2,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10645,2995,T,KX-FD TRAIN3,Fire: Training 3,Fire-Talk
EMA is Knoxville-Knox County Emergency Management Agency,10705,29d1,T,KX-CI SPARE 3,Spare 3,Public Works
EMA is Knoxville-Knox County Emergency Management Agency,10706,29d2,T,KX-CI SPARE 4,Spare 4,Public Works
EMA is Knoxville-Knox County Emergency Management Agency,10707,29d3,T,KX-CI SPARE 5,Spare 5,Public Works
EMA is Knoxville-Knox County Emergency Management Agency,10708,29d4,T,KX-CI SPARE 6,Spare 6,Public Works
EMA is Knoxville-Knox County Emergency Management Agency,10709,29d5,T,KX-CI SPARE 7,Spare 7,Public Works
EMA is Knoxville-Knox County Emergency Management Agency,10700,29cc,T,KX-CI SERVIC A,Service (Ch. A),Public Works
EMA is Knoxville-Knox County Emergency Management Agency,10701,29cd,T,KX-CI SERVIC B,Service (Ch. B),Public Works
EMA is Knoxville-Knox County Emergency Management Agency,10702,29ce,T,KX-CI CODES,Codes Enforcement,Public Works
EMA is Knoxville-Knox County Emergency Management Agency,10740,29f4,T,KAT A Bus,Knoxville Area Transit: Bus Ops (Ch. A),Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10741,29f5,T,KAT B Van,Knoxville Area Transit: Van Ops (Ch. B),Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10742,29f6,T,KAT C,Knoxville Area Transit (Ch. C),Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10743,29f7,T,KAT D,Knoxville Area Transit (Ch. D),Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10744,29f8,T,KAT E,Knoxville Area Transit (Ch. E),Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10745,29f9,T,KX-KT SPARE 1,Knoxville Area Transit: Spare 1,Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10746,29fa,T,KX-KT SPARE 2,Knoxville Area Transit: Spare 2,Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10747,29fb,T,KX-KT SPARE 3,Knoxville Area Transit: Spare 3,Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10748,29fc,T,KX-KT SPARE 4,Knoxville Area Transit: Spare 4,Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10749,29fd,T,KX-KT SPARE 5,Knoxville Area Transit: Spare 5,Transportation
EMA is Knoxville-Knox County Emergency Management Agency,10703,29cf,T,KX-CI TR ENG A,Transportation Engineering A,Public Works
EMA is Knoxville-Knox County Emergency Management Agency,10704,29d0,T,KX-CI TR ENG B,Transportation Engineering B,Public Works
TN - University of Tennessee Knoxville (Knox Co),10600,2968,TE,UT KX DISP,Police: Dispatch (Ch A),Law Dispatch
TN - University of Tennessee Knoxville (Knox Co),10601,2969,TE,UT KX B,Police: Ops (Ch B),Law Tac
TN - University of Tennessee Knoxville (Knox Co),10602,296a,TE,UT KX C,Police: Ops (Ch C),Law Tac
TN - University of Tennessee Knoxville (Knox Co),10603,296b,TE,UT KX ADMIN,Police: Admin,Law Tac
TN - University of Tennessee Knoxville (Knox Co),10604,296c,TE,UT KX OPS1,Police: Ops 1,Law Tac
TN - University of Tennessee Knoxville (Knox Co),10605,296d,TE,UT KX OPS 2,Police: Ops 2,Law Tac
TN - University of Tennessee Knoxville (Knox Co),10606,296e,T,KX-UT PD Interop,Police: Interoperability,Law Tac
TN - University of Tennessee Knoxville (Knox Co),10607,296f,T,KX-UT SPARE 2,Police: Spare 2 (Future Use),Law Tac
